d3df27cd-b471-4058-aa74-c174670bd14c	PegTileProp2	233.49573	72.28	-644.6913	-0.10434188	0.8839532	-0.23685461	-0.38940907	
ea8c71ac-810f-4426-84a1-17e0e3b0b81d	FmRadioProp	93.06	179.77231	-332.419	-0	-0.9702325	-0	-0.24217579	
ccc262b3-f753-4655-82b8-fd222e626dce	BuoyProp	13.316049	6.0498934	-770.3312	-0	-0.9972865	-0	-0.07361803	LandmarksPlayerCount4/Contents/Labyrinth/Positioner/buoypedestal_Full_Orange (1)/BouyPedistalPropHome
cbbca208-0dcf-40a9-b5c2-2bab30e80e05	GourdProp	865.2446	24.262999	-856.0701	0.5893304	-0.39075547	-0.39075547	-0.5893304	LandmarksPlayerCountAny/PoetAndPontiff/Positioner/PoetBuilding/GourdVice/AnimatingParts/GourdViceHome
df814b39-e550-4e17-ad44-e32028ab3c47	BuoyProp	-174.69	50.167942	-453.77	-0	0.15506618	-0	0.98790413	LandmarksNonChallenge/LooseBuoyPedestals/Anywhere/buoypedestal_Full_Orange (7)/BouyPedistalPropHome
0af8264a-8078-450c-a3e2-252f438d65bb	PegTileProp7	861.397	23.9	-850.86206	-0.25366494	0.19180828	-0.051394895	-0.9466902	
8adc3a1a-b5b3-40a2-95ad-4ea2f3f36db8	KeyBigProp Overflow	-126.822	44.24	-447.386	-7.035418E-08	-0.8072765	-9.623484E-08	0.5901737	LandmarksNonChallenge/OverflowMonument/Positioner/BigKeyInScrew/KeyScrewAnimator/OverflowBuilding_Screw (1)/KeyStoneHome
f68a6dbc-0b73-47b6-b9e6-fd28e016606e	LaserProp	135.47069	116.840996	-207.1215	-3.0453663E-08	-0.9408183	-3.811681E-08	0.3389116	
7bbbd1a5-08ff-493a-b0ca-dd0f12a2f101	foldingChair (1)	-139.83847	71.207	-294.76315	-0	-0.8074626	-0	0.5899189	
f4fad178-7608-4264-9274-966af90d432c	PegTileProp2	499.48618	49.802486	-136.68015	0.44873434	-0.5471452	0.5429175	0.4522282	
63d13c11-3557-402d-ad0c-b7b255d5b3d8	CoordinateTrackerProp	495.88678	92.62799	-453.8035	-0	-0.9151501	-0	-0.40311322	
24a7bc5b-8af5-4f9f-8fd4-4b5cfc50e875	PegTileRoundProp	-228.90826	55.66108	-361.32135	-0.3555063	0.7119907	0.48449004	0.36325476	LandmarksPlayerCountAny/EggHunt/Positioner/Eggs/PegTileHook_Round_yellow (1)/PegSlot/PegSlotHome
119fcab4-2086-4ed9-a02e-a9945e849f96	KettleProp	-102.527756	14.62	-0.2439096	-0	-0.8460256	-0	0.5331425	
cf2e3191-4c77-4ce9-8c56-f43a73d6e531	BuoyLight	-347.62	28.916073	16.36	-0	0.15506618	-0	0.98790413	LandmarksNonChallenge/LooseBuoyPedestals/Anywhere/buoypedestalFull (14)/BouyPedistalPropHome
68287599-1f13-42f0-9424-cabd187e8a55	BuoyLight	459.0683	101.14554	-439.36115	-0	-0.42141482	-0	-0.906868	LandmarksNonChallenge/Lookouts/Lookout_GreenHourglass/buoypedestalFull (1)/BouyPedistalPropHome
929cee23-1d31-4a8a-ad56-aec75acdf079	GourdProp	536.4494	20.117	-576.94684	0.6200026	0.3399951	0.33999413	-0.62000346	LandmarksPlayerCountAny/PerspectiveCounting/Positioner/InputPlatform/gourdpivot/GourdVice/AnimatingParts/GourdViceHome
b95078fd-d8f2-4fd9-b2aa-ecf8b84fdad7	BuoyProp	-351.5	29.491245	13.6	-0	-0	-0	1	LandmarksNonChallenge/LooseBuoyPedestals/Anywhere/buoypedestal_Full_Orange (1)/BouyPedistalPropHome
41e65d1c-8631-46b7-8262-e51864fedc2e	PegTileProp19	858.9006	22.88	-852.3534	-0.25366494	0.19180828	-0.051394895	-0.9466902	
a4ad0e05-e86a-4c76-b00a-1d0c0121ca00	CueCard (1)	-136.71634	9.543	-442.47296	0.66254324	-0.2470559	-0.24705595	-0.6625431	
1c9f8bc9-5850-4085-80f6-05c2821b505d	ClockProp	-59.39895	78.054	-164.42886	-0	0.24347875	-0	-0.9699063	TrainSystem/TrainStop - Green Diffuser/WallHook/WallHookHome
76bd5cae-c44a-44a8-a798-f0c9e49bf950	PegTileProp Speaker (2)	708.2171	55.372	-847.995	0.11604444	0.8633938	0.23134723	-0.43308625	
